"GEO_ID","id"
"S0502_C02_026E","Estimate!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0502_C02_026M","Margin of Error!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0502_C02_027E","Estimate!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0502_C02_027M","Margin of Error!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0502_C02_028E","Estimate!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0502_C02_028M","Margin of Error!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0502_C02_029E","Estimate!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0502_C02_029M","Margin of Error!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0502_C02_030E","Estimate!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0502_C02_030M","Margin of Error!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0502_C02_031E","Estimate!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0502_C02_031M","Margin of Error!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0502_C02_032E","Estimate!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0502_C02_032M","Margin of Error!!Foreign born; Entered 2010 or later!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0502_C02_033E","Estimate!!Foreign born; Entered 2010 or later!!Foreign-born population!!HOUSEHOLD TYPE!!In married-couple family"
"S0502_C02_033M","Margin of Error!!Foreign born; Entered 2010 or later!!Foreign-born population!!HOUSEHOLD TYPE!!In married-couple family"
"S0502_C02_034E","Estimate!!Foreign born; Entered 2010 or later!!Foreign-born population!!HOUSEHOLD TYPE!!In other households"
"S0502_C02_034M","Margin of Error!!Foreign born; Entered 2010 or later!!Foreign-born population!!HOUSEHOLD TYPE!!In other households"
"S0502_C02_035E","Estimate!!Foreign born; Entered 2010 or later!!Foreign-born population!!Average  household size"
"S0502_C02_035M","Margin of Error!!Foreign born; Entered 2010 or later!!Foreign-born population!!Average  household size"
"S0502_C02_036E","Estimate!!Foreign born; Entered 2010 or later!!Foreign-born population!!Average family size"
"S0502_C02_036M","Margin of Error!!Foreign born; Entered 2010 or later!!Foreign-born population!!Average family size"
"S0502_C02_037E","Estimate!!Foreign born; Entered 2010 or later!!MARITAL STATUS!!Population 15  years and over"
"S0502_C02_037M","Margin of Error!!Foreign born; Entered 2010 or later!!MARITAL STATUS!!Population 15  years and over"
"S0502_C02_038E","Estimate!!Foreign born; Entered 2010 or later!!MARITAL STATUS!!Population 15  years and over!!Never married"
"S0502_C02_038M","Margin of Error!!Foreign born; Entered 2010 or later!!MARITAL STATUS!!Population 15  years and over!!Never married"
"S0502_C02_039E","Estimate!!Foreign born; Entered 2010 or later!!MARITAL STATUS!!Population 15  years and over!!Now married, except separated"
"S0502_C02_039M","Margin of Error!!Foreign born; Entered 2010 or later!!MARITAL STATUS!!Population 15  years and over!!Now married, except separated"
"S0502_C02_040E","Estimate!!Foreign born; Entered 2010 or later!!MARITAL STATUS!!Population 15  years and over!!Divorced or separated"
"S0502_C02_040M","Margin of Error!!Foreign born; Entered 2010 or later!!MARITAL STATUS!!Population 15  years and over!!Divorced or separated"
"S0502_C02_041E","Estimate!!Foreign born; Entered 2010 or later!!MARITAL STATUS!!Population 15  years and over!!Widowed"
"S0502_C02_041M","Margin of Error!!Foreign born; Entered 2010 or later!!MARITAL STATUS!!Population 15  years and over!!Widowed"
"S0502_C02_042E","Estimate!!Foreign born; Entered 2010 or later!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0502_C02_042M","Margin of Error!!Foreign born; Entered 2010 or later!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0502_C02_043E","Estimate!!Foreign born; Entered 2010 or later!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0502_C02_043M","Margin of Error!!Foreign born; Entered 2010 or later!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0502_C02_044E","Estimate!!Foreign born; Entered 2010 or later!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0502_C02_044M","Margin of Error!!Foreign born; Entered 2010 or later!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0502_C02_045E","Estimate!!Foreign born; Entered 2010 or later!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0502_C02_045M","Margin of Error!!Foreign born; Entered 2010 or later!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0502_C02_046E","Estimate!!Foreign born; Entered 2010 or later!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0502_C02_046M","Margin of Error!!Foreign born; Entered 2010 or later!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0502_C02_047E","Estimate!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0502_C02_047M","Margin of Error!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0502_C02_048E","Estimate!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0502_C02_048M","Margin of Error!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0502_C02_049E","Estimate!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0502_C02_049M","Margin of Error!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0502_C02_050E","Estimate!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0502_C02_050M","Margin of Error!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0502_C02_051E","Estimate!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0502_C02_051M","Margin of Error!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0502_C02_052E","Estimate!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0502_C02_052M","Margin of Error!!Foreign born; Entered 2010 or later!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0502_C02_053E","Estimate!!Foreign born; Entered 2010 or later!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0502_C02_053M","Margin of Error!!Foreign born; Entered 2010 or later!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0502_C02_054E","Estimate!!Foreign born; Entered 2010 or later!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0502_C02_054M","Margin of Error!!Foreign born; Entered 2010 or later!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0502_C02_055E","Estimate!!Foreign born; Entered 2010 or later!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0502_C02_055M","Margin of Error!!Foreign born; Entered 2010 or later!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0502_C02_056E","Estimate!!Foreign born; Entered 2010 or later!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0502_C02_056M","Margin of Error!!Foreign born; Entered 2010 or later!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0502_C02_057E","Estimate!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0502_C02_057M","Margin of Error!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0502_C02_058E","Estimate!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0502_C02_058M","Margin of Error!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0502_C02_059E","Estimate!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0502_C02_059M","Margin of Error!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0502_C02_060E","Estimate!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0502_C02_060M","Margin of Error!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0502_C02_061E","Estimate!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0502_C02_061M","Margin of Error!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0502_C02_062E","Estimate!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0502_C02_062M","Margin of Error!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0502_C02_063E","Estimate!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0502_C02_063M","Margin of Error!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0502_C02_064E","Estimate!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0502_C02_064M","Margin of Error!!Foreign born; Entered 2010 or later!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0502_C02_065E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over"
"S0502_C02_065M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over"
"S0502_C02_066E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0502_C02_066M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0502_C02_067E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0502_C02_067M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0502_C02_068E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0502_C02_068M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0502_C02_069E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0502_C02_069M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0502_C02_070E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0502_C02_070M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations"
"S0502_C02_071E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!OCCUPATION!!Service occupations"
"S0502_C02_071M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!OCCUPATION!!Service occupations"
"S0502_C02_072E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0502_C02_072M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!OCCUPATION!!Sales and office occupations"
"S0502_C02_073E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0502_C02_073M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0502_C02_074E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0502_C02_074M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0502_C02_075E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0502_C02_075M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0502_C02_076E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Construction"
"S0502_C02_076M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Construction"
"S0502_C02_077E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Manufacturing"
"S0502_C02_077M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Manufacturing"
"S0502_C02_078E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Wholesale trade"
"S0502_C02_078M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Wholesale trade"
"S0502_C02_079E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Retail trade"
"S0502_C02_079M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Retail trade"
"S0502_C02_080E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0502_C02_080M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0502_C02_081E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Information"
"S0502_C02_081M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Information"
"S0502_C02_082E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0502_C02_082M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0502_C02_083E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0502_C02_083M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0502_C02_084E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0502_C02_084M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance"
"S0502_C02_085E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0502_C02_085M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0502_C02_086E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0502_C02_086M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Other services (except public administration)"
"S0502_C02_087E","Estimate!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Public administration"
"S0502_C02_087M","Margin of Error!!Foreign born; Entered 2010 or later!!Civilian employed population 16 years and over!!INDUSTRY!!Public administration"
"S0502_C02_088E","Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0502_C02_088M","Margin of Error!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0502_C02_089E","Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0502_C02_089M","Margin of Error!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0502_C02_090E","Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0502_C02_090M","Margin of Error!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0502_C02_091E","Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0502_C02_091M","Margin of Error!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0502_C02_092E","Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0502_C02_092M","Margin of Error!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0502_C02_093E","Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0502_C02_093M","Margin of Error!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0502_C02_094E","Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0502_C02_094M","Margin of Error!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0502_C02_095E","Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0502_C02_095M","Margin of Error!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0502_C02_096E","Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!Median earnings (dollars) for full-time, year-round workers:!!Male"
"S0502_C02_096M","Margin of Error!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!Median earnings (dollars) for full-time, year-round workers:!!Male"
"S0502_C02_097E","Estimate!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!Median earnings (dollars) for full-time, year-round workers:!!Female"
"S0502_C02_097M","Margin of Error!!Foreign born; Entered 2010 or later!!EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!Median earnings (dollars) for full-time, year-round workers:!!Female"
"S0502_C02_098E","Estimate!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0502_C02_098M","Margin of Error!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0502_C02_099E","Estimate!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0502_C02_099M","Margin of Error!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0502_C02_100E","Estimate!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)"
"S0502_C02_100M","Margin of Error!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)"
"S0502_C02_101E","Estimate!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income"
"S0502_C02_101M","Margin of Error!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income"
"S0502_C02_102E","Estimate!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)"
"S0502_C02_102M","Margin of Error!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars)"
"S0502_C02_103E","Estimate!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income"
"S0502_C02_103M","Margin of Error!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income"
"S0502_C02_104E","Estimate!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"S0502_C02_104M","Margin of Error!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"S0502_C02_105E","Estimate!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income"
"S0502_C02_105M","Margin of Error!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income"
"S0502_C02_106E","Estimate!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"S0502_C02_106M","Margin of Error!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"S0502_C02_107E","Estimate!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income"
"S0502_C02_107M","Margin of Error!!Foreign born; Entered 2010 or later!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income"
