"GEO_ID","id"
"S0502_C01_117E","Total!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years"
"S0502_C01_117M","Total!!Margin of Error!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years"
"S0502_C01_118E","Total!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 5 years only"
"S0502_C01_118M","Total!!Margin of Error!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 5 years only"
"S0502_C01_119E","Total!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family"
"S0502_C01_119M","Total!!Margin of Error!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family"
"S0502_C01_120E","Total!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 18 years"
"S0502_C01_120M","Total!!Margin of Error!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 18 years"
"S0502_C01_121E","Total!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 5 years only"
"S0502_C01_121M","Total!!Margin of Error!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 5 years only"
"S0502_C01_122E","Total!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family"
"S0502_C01_122M","Total!!Margin of Error!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family"
"S0502_C01_123E","Total!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children of the householder under 18 years"
"S0502_C01_123M","Total!!Margin of Error!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children of the householder under 18 years"
"S0502_C01_124E","Total!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children of the householder under 5 years only"
"S0502_C01_124M","Total!!Margin of Error!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children of the householder under 5 years only"
"S0502_C01_125E","Total!!Estimate!!Occupied housing units"
"S0502_C01_125M","Total!!Margin of Error!!Occupied housing units"
"S0502_C01_126E","Total!!Estimate!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units"
"S0502_C01_126M","Total!!Margin of Error!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units"
"S0502_C01_127E","Total!!Estimate!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units"
"S0502_C01_127M","Total!!Margin of Error!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units"
"S0502_C01_128E","Total!!Estimate!!Average household size of owner-occupied unit"
"S0502_C01_128M","Total!!Margin of Error!!Average household size of owner-occupied unit"
"S0502_C01_129E","Total!!Estimate!!Average household size of renter-occupied unit"
"S0502_C01_129M","Total!!Margin of Error!!Average household size of renter-occupied unit"
"S0502_C01_130E","Total!!Estimate!!ROOMS!!1 room"
"S0502_C01_130M","Total!!Margin of Error!!ROOMS!!1 room"
"S0502_C01_131E","Total!!Estimate!!ROOMS!!2 or 3 rooms"
"S0502_C01_131M","Total!!Margin of Error!!ROOMS!!2 or 3 rooms"
"S0502_C01_132E","Total!!Estimate!!ROOMS!!4 or 5 rooms"
"S0502_C01_132M","Total!!Margin of Error!!ROOMS!!4 or 5 rooms"
"S0502_C01_133E","Total!!Estimate!!ROOMS!!6 or 7 rooms"
"S0502_C01_133M","Total!!Margin of Error!!ROOMS!!6 or 7 rooms"
"S0502_C01_134E","Total!!Estimate!!ROOMS!!8 or more rooms"
"S0502_C01_134M","Total!!Margin of Error!!ROOMS!!8 or more rooms"
"S0502_C01_135E","Total!!Estimate!!Median number of rooms"
"S0502_C01_135M","Total!!Margin of Error!!Median number of rooms"
"S0502_C01_136E","Total!!Estimate!!1.01 or more occupants per room"
"S0502_C01_136M","Total!!Margin of Error!!1.01 or more occupants per room"
"S0502_C01_137E","Total!!Estimate!!VEHICLES AVAILABLE!!None"
"S0502_C01_137M","Total!!Margin of Error!!VEHICLES AVAILABLE!!None"
"S0502_C01_138E","Total!!Estimate!!VEHICLES AVAILABLE!!1 or more"
"S0502_C01_138M","Total!!Margin of Error!!VEHICLES AVAILABLE!!1 or more"
"S0502_C01_139E","Total!!Estimate!!SELECTED CHARACTERISTICS!!No telephone service available"
"S0502_C01_139M","Total!!Margin of Error!!SELECTED CHARACTERISTICS!!No telephone service available"
"S0502_C01_140E","Total!!Estimate!!SELECTED CHARACTERISTICS!!Limited English Speaking Households"
"S0502_C01_140M","Total!!Margin of Error!!SELECTED CHARACTERISTICS!!Limited English Speaking Households"
"S0502_C01_141E","Total!!Estimate!!Owner-occupied housing units"
"S0502_C01_141M","Total!!Margin of Error!!Owner-occupied housing units"
"S0502_C01_142E","Total!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0502_C01_142M","Total!!Margin of Error!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0502_C01_143E","Total!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0502_C01_143M","Total!!Margin of Error!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0502_C01_144E","Total!!Estimate!!Renter-occupied housing units"
"S0502_C01_144M","Total!!Margin of Error!!Renter-occupied housing units"
"S0502_C01_145E","Total!!Estimate!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0502_C01_145M","Total!!Margin of Error!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent"
"S0502_C01_146E","Total!!Estimate!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0502_C01_146M","Total!!Margin of Error!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more"
"S0502_C02_001E","Foreign born; Entered 2010 or later!!Estimate!!Foreign-born population"
"S0502_C02_001M","Foreign born; Entered 2010 or later!!Margin of Error!!Foreign-born population"
"S0502_C02_002E","Foreign born; Entered 2010 or later!!Estimate!!CITIZENSHIP!!Naturalized citizen"
"S0502_C02_002M","Foreign born; Entered 2010 or later!!Margin of Error!!CITIZENSHIP!!Naturalized citizen"
"S0502_C02_003E","Foreign born; Entered 2010 or later!!Estimate!!CITIZENSHIP!!Not a citizen"
"S0502_C02_003M","Foreign born; Entered 2010 or later!!Margin of Error!!CITIZENSHIP!!Not a citizen"
"S0502_C02_004E","Foreign born; Entered 2010 or later!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea"
"S0502_C02_004M","Foreign born; Entered 2010 or later!!Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea"
"S0502_C02_005E","Foreign born; Entered 2010 or later!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe"
"S0502_C02_005M","Foreign born; Entered 2010 or later!!Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe"
"S0502_C02_006E","Foreign born; Entered 2010 or later!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia"
"S0502_C02_006M","Foreign born; Entered 2010 or later!!Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia"
"S0502_C02_007E","Foreign born; Entered 2010 or later!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa"
"S0502_C02_007M","Foreign born; Entered 2010 or later!!Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa"
"S0502_C02_008E","Foreign born; Entered 2010 or later!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania"
"S0502_C02_008M","Foreign born; Entered 2010 or later!!Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania"
"S0502_C02_009E","Foreign born; Entered 2010 or later!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America"
"S0502_C02_009M","Foreign born; Entered 2010 or later!!Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America"
"S0502_C02_010E","Foreign born; Entered 2010 or later!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America"
"S0502_C02_010M","Foreign born; Entered 2010 or later!!Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America"
"S0502_C02_011E","Foreign born; Entered 2010 or later!!Estimate!!SEX AND AGE!!Male"
"S0502_C02_011M","Foreign born; Entered 2010 or later!!Margin of Error!!SEX AND AGE!!Male"
"S0502_C02_012E","Foreign born; Entered 2010 or later!!Estimate!!SEX AND AGE!!Female"
"S0502_C02_012M","Foreign born; Entered 2010 or later!!Margin of Error!!SEX AND AGE!!Female"
"S0502_C02_013E","Foreign born; Entered 2010 or later!!Estimate!!Under 5 years"
"S0502_C02_013M","Foreign born; Entered 2010 or later!!Margin of Error!!Under 5 years"
"S0502_C02_014E","Foreign born; Entered 2010 or later!!Estimate!!5 to 17 years"
"S0502_C02_014M","Foreign born; Entered 2010 or later!!Margin of Error!!5 to 17 years"
"S0502_C02_015E","Foreign born; Entered 2010 or later!!Estimate!!18 to 24 years"
"S0502_C02_015M","Foreign born; Entered 2010 or later!!Margin of Error!!18 to 24 years"
"S0502_C02_016E","Foreign born; Entered 2010 or later!!Estimate!!25 to 44 years"
"S0502_C02_016M","Foreign born; Entered 2010 or later!!Margin of Error!!25 to 44 years"
"S0502_C02_017E","Foreign born; Entered 2010 or later!!Estimate!!45 to 54 years"
"S0502_C02_017M","Foreign born; Entered 2010 or later!!Margin of Error!!45 to 54 years"
"S0502_C02_018E","Foreign born; Entered 2010 or later!!Estimate!!55 to 64 years"
"S0502_C02_018M","Foreign born; Entered 2010 or later!!Margin of Error!!55 to 64 years"
"S0502_C02_019E","Foreign born; Entered 2010 or later!!Estimate!!65 to 74 years"
"S0502_C02_019M","Foreign born; Entered 2010 or later!!Margin of Error!!65 to 74 years"
"S0502_C02_020E","Foreign born; Entered 2010 or later!!Estimate!!75 to 84 years"
"S0502_C02_020M","Foreign born; Entered 2010 or later!!Margin of Error!!75 to 84 years"
"S0502_C02_021E","Foreign born; Entered 2010 or later!!Estimate!!85 years and over"
"S0502_C02_021M","Foreign born; Entered 2010 or later!!Margin of Error!!85 years and over"
"S0502_C02_022E","Foreign born; Entered 2010 or later!!Estimate!!Median age (years)"
"S0502_C02_022M","Foreign born; Entered 2010 or later!!Margin of Error!!Median age (years)"
"S0502_C02_023E","Foreign born; Entered 2010 or later!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0502_C02_023M","Foreign born; Entered 2010 or later!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0502_C02_024E","Foreign born; Entered 2010 or later!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0502_C02_024M","Foreign born; Entered 2010 or later!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0502_C02_025E","Foreign born; Entered 2010 or later!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0502_C02_025M","Foreign born; Entered 2010 or later!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0502_C02_026E","Foreign born; Entered 2010 or later!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0502_C02_026M","Foreign born; Entered 2010 or later!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0502_C02_027E","Foreign born; Entered 2010 or later!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0502_C02_027M","Foreign born; Entered 2010 or later!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0502_C02_028E","Foreign born; Entered 2010 or later!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0502_C02_028M","Foreign born; Entered 2010 or later!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0502_C02_029E","Foreign born; Entered 2010 or later!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0502_C02_029M","Foreign born; Entered 2010 or later!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0502_C02_030E","Foreign born; Entered 2010 or later!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0502_C02_030M","Foreign born; Entered 2010 or later!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0502_C02_031E","Foreign born; Entered 2010 or later!!Estimate!!Hispanic or Latino origin (of any race)"
"S0502_C02_031M","Foreign born; Entered 2010 or later!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S0502_C02_032E","Foreign born; Entered 2010 or later!!Estimate!!White alone, not Hispanic or Latino"
"S0502_C02_032M","Foreign born; Entered 2010 or later!!Margin of Error!!White alone, not Hispanic or Latino"
"S0502_C02_033E","Foreign born; Entered 2010 or later!!Estimate!!HOUSEHOLD TYPE!!In married-couple family"
"S0502_C02_033M","Foreign born; Entered 2010 or later!!Margin of Error!!HOUSEHOLD TYPE!!In married-couple family"
"S0502_C02_034E","Foreign born; Entered 2010 or later!!Estimate!!HOUSEHOLD TYPE!!In other households"
"S0502_C02_034M","Foreign born; Entered 2010 or later!!Margin of Error!!HOUSEHOLD TYPE!!In other households"
"S0502_C02_035E","Foreign born; Entered 2010 or later!!Estimate!!Average household size"
"S0502_C02_035M","Foreign born; Entered 2010 or later!!Margin of Error!!Average household size"
"S0502_C02_036E","Foreign born; Entered 2010 or later!!Estimate!!Average family size"
"S0502_C02_036M","Foreign born; Entered 2010 or later!!Margin of Error!!Average family size"
"S0502_C02_037E","Foreign born; Entered 2010 or later!!Estimate!!MARITAL STATUS!!Population 15 years and over"
"S0502_C02_037M","Foreign born; Entered 2010 or later!!Margin of Error!!MARITAL STATUS!!Population 15 years and over"
"S0502_C02_038E","Foreign born; Entered 2010 or later!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0502_C02_038M","Foreign born; Entered 2010 or later!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0502_C02_039E","Foreign born; Entered 2010 or later!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0502_C02_039M","Foreign born; Entered 2010 or later!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0502_C02_040E","Foreign born; Entered 2010 or later!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0502_C02_040M","Foreign born; Entered 2010 or later!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0502_C02_041E","Foreign born; Entered 2010 or later!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0502_C02_041M","Foreign born; Entered 2010 or later!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0502_C02_042E","Foreign born; Entered 2010 or later!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0502_C02_042M","Foreign born; Entered 2010 or later!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0502_C02_043E","Foreign born; Entered 2010 or later!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0502_C02_043M","Foreign born; Entered 2010 or later!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0502_C02_044E","Foreign born; Entered 2010 or later!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0502_C02_044M","Foreign born; Entered 2010 or later!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0502_C02_045E","Foreign born; Entered 2010 or later!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0502_C02_045M","Foreign born; Entered 2010 or later!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0502_C02_046E","Foreign born; Entered 2010 or later!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0502_C02_046M","Foreign born; Entered 2010 or later!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0502_C02_047E","Foreign born; Entered 2010 or later!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0502_C02_047M","Foreign born; Entered 2010 or later!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0502_C02_048E","Foreign born; Entered 2010 or later!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0502_C02_048M","Foreign born; Entered 2010 or later!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0502_C02_049E","Foreign born; Entered 2010 or later!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0502_C02_049M","Foreign born; Entered 2010 or later!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0502_C02_050E","Foreign born; Entered 2010 or later!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0502_C02_050M","Foreign born; Entered 2010 or later!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0502_C02_051E","Foreign born; Entered 2010 or later!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0502_C02_051M","Foreign born; Entered 2010 or later!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0502_C02_052E","Foreign born; Entered 2010 or later!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0502_C02_052M","Foreign born; Entered 2010 or later!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0502_C02_053E","Foreign born; Entered 2010 or later!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0502_C02_053M","Foreign born; Entered 2010 or later!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0502_C02_054E","Foreign born; Entered 2010 or later!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0502_C02_054M","Foreign born; Entered 2010 or later!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0502_C02_055E","Foreign born; Entered 2010 or later!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0502_C02_055M","Foreign born; Entered 2010 or later!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0502_C02_056E","Foreign born; Entered 2010 or later!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0502_C02_056M","Foreign born; Entered 2010 or later!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0502_C02_057E","Foreign born; Entered 2010 or later!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0502_C02_057M","Foreign born; Entered 2010 or later!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0502_C02_058E","Foreign born; Entered 2010 or later!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0502_C02_058M","Foreign born; Entered 2010 or later!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0502_C02_059E","Foreign born; Entered 2010 or later!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0502_C02_059M","Foreign born; Entered 2010 or later!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0502_C02_060E","Foreign born; Entered 2010 or later!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0502_C02_060M","Foreign born; Entered 2010 or later!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0502_C02_061E","Foreign born; Entered 2010 or later!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0502_C02_061M","Foreign born; Entered 2010 or later!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0502_C02_062E","Foreign born; Entered 2010 or later!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0502_C02_062M","Foreign born; Entered 2010 or later!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0502_C02_063E","Foreign born; Entered 2010 or later!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0502_C02_063M","Foreign born; Entered 2010 or later!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0502_C02_064E","Foreign born; Entered 2010 or later!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0502_C02_064M","Foreign born; Entered 2010 or later!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0502_C02_065E","Foreign born; Entered 2010 or later!!Estimate!!Civilian employed population 16 years and over"
"S0502_C02_065M","Foreign born; Entered 2010 or later!!Margin of Error!!Civilian employed population 16 years and over"
"S0502_C02_066E","Foreign born; Entered 2010 or later!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0502_C02_066M","Foreign born; Entered 2010 or later!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0502_C02_067E","Foreign born; Entered 2010 or later!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0502_C02_067M","Foreign born; Entered 2010 or later!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0502_C02_068E","Foreign born; Entered 2010 or later!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0502_C02_068M","Foreign born; Entered 2010 or later!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0502_C02_069E","Foreign born; Entered 2010 or later!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0502_C02_069M","Foreign born; Entered 2010 or later!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0502_C02_070E","Foreign born; Entered 2010 or later!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"S0502_C02_070M","Foreign born; Entered 2010 or later!!Margin of Error!!OCCUPATION!!Management, business, science, and arts occupations"
"S0502_C02_071E","Foreign born; Entered 2010 or later!!Estimate!!OCCUPATION!!Service occupations"
"S0502_C02_071M","Foreign born; Entered 2010 or later!!Margin of Error!!OCCUPATION!!Service occupations"
"S0502_C02_072E","Foreign born; Entered 2010 or later!!Estimate!!OCCUPATION!!Sales and office occupations"
"S0502_C02_072M","Foreign born; Entered 2010 or later!!Margin of Error!!OCCUPATION!!Sales and office occupations"
"S0502_C02_073E","Foreign born; Entered 2010 or later!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0502_C02_073M","Foreign born; Entered 2010 or later!!Margin of Error!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0502_C02_074E","Foreign born; Entered 2010 or later!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0502_C02_074M","Foreign born; Entered 2010 or later!!Margin of Error!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0502_C02_075E","Foreign born; Entered 2010 or later!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0502_C02_075M","Foreign born; Entered 2010 or later!!Margin of Error!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0502_C02_076E","Foreign born; Entered 2010 or later!!Estimate!!INDUSTRY!!Construction"
"S0502_C02_076M","Foreign born; Entered 2010 or later!!Margin of Error!!INDUSTRY!!Construction"
"S0502_C02_077E","Foreign born; Entered 2010 or later!!Estimate!!INDUSTRY!!Manufacturing"
"S0502_C02_077M","Foreign born; Entered 2010 or later!!Margin of Error!!INDUSTRY!!Manufacturing"
"S0502_C02_078E","Foreign born; Entered 2010 or later!!Estimate!!INDUSTRY!!Wholesale trade"
"S0502_C02_078M","Foreign born; Entered 2010 or later!!Margin of Error!!INDUSTRY!!Wholesale trade"
"S0502_C02_079E","Foreign born; Entered 2010 or later!!Estimate!!INDUSTRY!!Retail trade"
"S0502_C02_079M","Foreign born; Entered 2010 or later!!Margin of Error!!INDUSTRY!!Retail trade"
"S0502_C02_080E","Foreign born; Entered 2010 or later!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0502_C02_080M","Foreign born; Entered 2010 or later!!Margin of Error!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0502_C02_081E","Foreign born; Entered 2010 or later!!Estimate!!INDUSTRY!!Information"
"S0502_C02_081M","Foreign born; Entered 2010 or later!!Margin of Error!!INDUSTRY!!Information"
"S0502_C02_082E","Foreign born; Entered 2010 or later!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
